Idx,place,datetime,RH,temp,Air_velo,RAD(MJ/m2)
974,daegok,2021/01/01 0:00,59.6,-0.5,5.2,13.4
974,daegok,2021/01/01 1:00,54.3,-1.2,3,0.17
974,daegok,2021/01/01 2:00,52.9,-2.3,2.5,0.36
974,daegok,2021/01/01 3:00,56.1,-3.6,1.2,0.53
974,daegok,2021/01/01 4:00,56.9,-2.8,3.8,0.69
974,daegok,2021/01/01 5:00,59.8,-3,,0.86
974,daegok,2021/01/01 6:00,71.8,-4.5,1.2,1.02
974,daegok,2021/01/01 7:00,78.9,-6.5,0.5,1.17
974,daegok,2021/01/01 8:00,81.1,-6.3,,1.31
974,daegok,2021/01/01 9:00,65.9,-3.3,0.5,1.77
974,daegok,2021/01/01 10:00,58.3,-1.7,1.4,2.71
974,daegok,2021/01/01 11:00,53.7,0.2,,4.1
974,daegok,2021/01/01 12:00,52.3,1.3,,5.76
974,daegok,2021/01/01 13:00,49,2.2,,7.61
974,daegok,2021/01/01 14:00,50.8,3.1,3.2,9.13
974,daegok,2021/01/01 15:00,47.6,3.4,2.1,9.75
974,daegok,2021/01/01 16:00,45.6,3.6,,10.21
974,daegok,2021/01/01 17:00,49.6,2.7,0.9,10.5
974,daegok,2021/01/01 18:00,50.7,1.2,,10.6
974,daegok,2021/01/01 19:00,67.6,-0.7,,10.7
974,daegok,2021/01/01 20:00,78.5,-2.4,,10.83
974,daegok,2021/01/01 21:00,79.6,-3.7,,10.97
974,daegok,2021/01/01 22:00,83.7,-4.9,,11.1
974,daegok,2021/01/01 23:00,84.9,-5.5,,11.23
974,daegok,2021/01/02 0:00,84.7,-5.5,0.6,11.35
974,daegok,2021/01/02 1:00,91.1,-5.3,0.7,0.1
974,daegok,2021/01/02 2:00,91.9,-5.2,0.7,0.19
974,daegok,2021/01/02 3:00,88.7,-4,0.6,0.19
974,daegok,2021/01/02 4:00,85.8,-3.7,0.3,0.23
974,daegok,2021/01/02 5:00,85.8,-3.7,0.3,0.26
974,daegok,2021/01/02 6:00,86,-3.5,0.4,0.29
974,daegok,2021/01/02 7:00,83.6,-3.8,0.3,0.35
974,daegok,2021/01/02 8:00,86.3,-3.7,0.4,0.44
974,daegok,2021/01/02 9:00,81.3,-1.5,0.6,0.77
974,daegok,2021/01/02 10:00,72.1,-0.3,0.6,1.54
974,daegok,2021/01/02 11:00,60.1,2,1.5,2.82
974,daegok,2021/01/02 12:00,44.6,2.8,3.6,4.1
974,daegok,2021/01/02 13:00,36.9,4.2,4.5,5.42
974,daegok,2021/01/02 14:00,33.9,4.6,4.6,7.04
974,daegok,2021/01/02 15:00,32.9,3.7,5.6,8.46
974,daegok,2021/01/02 16:00,28.2,3.5,3.3,9.48
974,daegok,2021/01/02 17:00,26.5,2.6,3.5,10.03
974,daegok,2021/01/02 18:00,27.5,0.7,1.6,10.23
974,daegok,2021/01/02 19:00,32.9,-1.1,0.4,10.37
974,daegok,2021/01/02 20:00,33.5,-0.8,1.7,10.53
974,daegok,2021/01/02 21:00,36.2,-1,,10.7
974,daegok,2021/01/02 22:00,39.7,-1.9,2.2,10.85
974,daegok,2021/01/02 23:00,50.1,-4.1,0.7,11.01
974,daegok,2021/01/03 0:00,56.6,-3.8,2.2,11.15
974,daegok,2021/01/03 1:00,64,-5.5,0.5,0.14
974,daegok,2021/01/03 2:00,75.5,-6.1,0.6,0.25
974,daegok,2021/01/03 3:00,73.4,-5.5,0.6,0.35
974,daegok,2021/01/03 4:00,38.7,-1.7,4.1,0.45
974,daegok,2021/01/03 5:00,40.1,-1.9,4.2,0.55
974,daegok,2021/01/03 6:00,41.1,-2.1,2.6,0.64
974,daegok,2021/01/03 7:00,41.8,-2.4,1.7,0.73
974,daegok,2021/01/03 8:00,40.6,-2.4,1.8,0.83
974,daegok,2021/01/03 9:00,32,-1.6,1.8,1.2
974,daegok,2021/01/03 10:00,26.8,-0.1,3,2.13
974,daegok,2021/01/03 11:00,29.6,1.4,2.8,3.48
974,daegok,2021/01/03 12:00,28.7,2.7,2.9,5.07
974,daegok,2021/01/03 13:00,24.4,4.4,3.6,6.8
974,daegok,2021/01/03 14:00,21.9,4.9,4.5,8.47
974,daegok,2021/01/03 15:00,22.6,5.3,,9.74
974,daegok,2021/01/03 16:00,22.1,4.3,4.2,10.26
974,daegok,2021/01/03 17:00,25,3.4,,10.48
974,daegok,2021/01/03 18:00,30.7,1.9,0.9,10.59
974,daegok,2021/01/03 19:00,35.9,0.8,0.6,10.69
974,daegok,2021/01/03 20:00,49.1,-1.1,0.6,10.82
974,daegok,2021/01/03 21:00,55.9,-2.9,0.7,10.94
974,daegok,2021/01/03 22:00,60.7,-2.9,0.8,11.06
974,daegok,2021/01/03 23:00,62.8,-3.8,,11.16
974,daegok,2021/01/04 0:00,63.7,-4,0.2,11.25
974,daegok,2021/01/04 1:00,66.3,-4.5,0.1,0.09
974,daegok,2021/01/04 2:00,69.4,-5.2,0.3,0.2
974,daegok,2021/01/04 3:00,75.1,-6.6,0.4,0.34
974,daegok,2021/01/04 4:00,80.6,-7,1,0.47
974,daegok,2021/01/04 5:00,78.8,-7.2,0.8,0.6
974,daegok,2021/01/04 6:00,79.4,-7.5,0.4,0.72
974,daegok,2021/01/04 7:00,88.7,-8,0.5,0.84
974,daegok,2021/01/04 8:00,80.6,-7.2,0.3,0.97
974,daegok,2021/01/04 9:00,68.6,-4.7,0.4,1.39
974,daegok,2021/01/04 10:00,56.5,-1.9,1.9,2.28
974,daegok,2021/01/04 11:00,45.3,1.1,0.6,3.55
974,daegok,2021/01/04 12:00,39.8,2.7,0.9,5.12
974,daegok,2021/01/04 13:00,35.3,4.9,1.2,6.83
974,daegok,2021/01/04 14:00,35.2,5.5,1.1,8.48
974,daegok,2021/01/04 15:00,30.1,7.1,0.7,9.89
974,daegok,2021/01/04 16:00,26.1,7,0.4,10.86
974,daegok,2021/01/04 17:00,31.5,5.7,0.8,11.32
974,daegok,2021/01/04 18:00,59.3,-0.3,0.8,11.44
974,daegok,2021/01/04 19:00,70.5,-1.6,0.1,11.57
974,daegok,2021/01/04 20:00,71,-2.7,0.4,11.69
974,daegok,2021/01/04 21:00,74.3,-3.1,0.2,11.8
974,daegok,2021/01/04 22:00,74.4,-3.4,0.4,11.88
974,daegok,2021/01/04 23:00,70.6,-3,0.7,11.96
974,daegok,2021/01/05 0:00,71.7,-3.4,0.3,12.04
974,daegok,2021/01/05 1:00,79.3,-3.7,0.2,0.06
974,daegok,2021/01/05 2:00,79.5,-3.4,0.9,0.15
974,daegok,2021/01/05 3:00,80.4,-3.7,0.4,0.21
974,daegok,2021/01/05 4:00,79.5,-3.5,0.9,0.28
974,daegok,2021/01/05 5:00,78.8,-3.2,0.3,0.32
974,daegok,2021/01/05 6:00,84,-4.5,0.5,0.44
974,daegok,2021/01/05 7:00,84.2,-5.7,0.7,0.55
974,daegok,2021/01/05 8:00,92.2,-5.7,0.5,0.67
974,daegok,2021/01/05 9:00,80.3,-3.1,0.6,1.12
974,daegok,2021/01/05 10:00,64.5,1.6,0.5,2.01
974,daegok,2021/01/05 11:00,39.2,4.6,5.7,3.15
974,daegok,2021/01/05 12:00,32.8,5.3,5,4.62
974,daegok,2021/01/05 13:00,35.3,4.7,5.7,5.45
974,daegok,2021/01/05 14:00,32.9,4,4.7,6.15
974,daegok,2021/01/05 15:00,30.2,4,3.6,6.86
974,daegok,2021/01/05 16:00,26.2,3.4,4,7.28
974,daegok,2021/01/05 17:00,27.5,2.5,3.6,7.55
974,daegok,2021/01/05 18:00,29.4,1.3,3.2,7.68
974,daegok,2021/01/05 19:00,30.4,0.6,2.6,7.78
974,daegok,2021/01/05 20:00,34.4,-0.1,3.5,7.88
974,daegok,2021/01/05 21:00,37.5,-1.2,3.5,8.02
974,daegok,2021/01/05 22:00,38.6,-2,2,8.18
974,daegok,2021/01/05 23:00,41.6,-3.5,,8.34
974,daegok,2021/01/06 1:00,49.2,-4.7,1.5,8.68
974,daegok,2021/01/06 2:00,47.8,-4.7,2.1,8.84
974,daegok,2021/01/06 3:00,44.6,-5.3,3,9.02
974,daegok,2021/01/06 4:00,40.7,-5.5,3.8,9.21
974,daegok,2021/01/06 5:00,41.9,-5.9,2.8,9.39
974,daegok,2021/01/06 6:00,52.7,-7,1.2,9.55
974,daegok,2021/01/06 7:00,57,-7.4,0.9,9.7
974,daegok,2021/01/06 8:00,60.9,-8.1,0.2,9.86
974,daegok,2021/01/06 9:00,47.9,-4.6,0.9,10.32
974,daegok,2021/01/06 10:00,39.6,-2.6,2.2,11.21
974,daegok,2021/01/06 11:00,36.5,-0.7,1.5,12.6
974,daegok,2021/01/06 12:00,34.5,-0.2,2.3,14.21
974,daegok,2021/01/06 13:00,35.1,0.4,2,15.97
974,daegok,2021/01/06 14:00,33.6,1.6,2.2,17.71
974,daegok,2021/01/06 15:00,31.5,1.4,2.5,19.14
974,daegok,2021/01/06 16:00,32.3,1.9,1,20.11
974,daegok,2021/01/06 17:00,34.4,1.1,2,20.64
974,daegok,2021/01/06 18:00,47.9,-1.9,0,20.79
974,daegok,2021/01/06 19:00,59.2,-4.1,0.7,20.94
974,daegok,2021/01/06 20:00,65,-4.7,0.2,21.06
974,daegok,2021/01/06 21:00,70.1,-4.4,0.3,21.17
974,daegok,2021/01/06 22:00,55.6,-2,1.1,21.24
974,daegok,2021/01/06 23:00,52.7,-1.1,3.5,21.37
974,daegok,2021/01/07 0:00,58.4,-1.2,2.8,21.44
974,daegok,2021/01/07 1:00,68.9,-1.5,2.3,0.06
974,daegok,2021/01/07 2:00,78.9,-2.1,2.9,0.09
974,daegok,2021/01/07 3:00,70.6,-3.2,2.7,0.16
974,daegok,2021/01/07 4:00,56.5,-3.7,6.6,0.27
974,daegok,2021/01/07 5:00,44.9,-4.8,7.5,0.37
974,daegok,2021/01/07 6:00,50.8,-5.6,5.9,0.44
974,daegok,2021/01/07 7:00,43.1,-6.2,4.9,0.56
974,daegok,2021/01/07 8:00,72.5,-7.5,3.7,0.64
974,daegok,2021/01/07 9:00,40.9,-8.2,7.6,0.98
974,daegok,2021/01/07 10:00,29,-7.1,6.2,1.98
974,daegok,2021/01/07 11:00,22.7,-6.7,6.6,3.42
974,daegok,2021/01/07 12:00,24.7,-6.2,6.8,5.14
974,daegok,2021/01/07 13:00,24.7,-5.3,4.9,7.01
974,daegok,2021/01/07 14:00,24.3,-5.7,,8.77
974,daegok,2021/01/07 15:00,25,-6,,10.11
974,daegok,2021/01/07 16:00,25.3,-6,4.4,11.23
974,daegok,2021/01/07 17:00,24.9,-6.9,5.1,11.87
974,daegok,2021/01/07 18:00,25.6,-7.7,,12.1
974,daegok,2021/01/07 19:00,25.9,-8.4,3.8,12.3
974,daegok,2021/01/07 20:00,27.8,-9,,12.49
974,daegok,2021/01/07 21:00,30.5,-9.6,3.5,12.67
974,daegok,2021/01/07 22:00,33.1,-10.5,1,12.85
974,daegok,2021/01/07 23:00,42.2,-11.4,1.7,13.02
974,daegok,2021/01/08 0:00,40.5,-11.3,1.6,13.18
974,daegok,2021/01/08 1:00,50.2,-12.6,0.8,0.15
974,daegok,2021/01/08 2:00,53.4,-11.8,0.9,0.3
974,daegok,2021/01/08 3:00,59.4,-12.5,1.3,0.45
974,daegok,2021/01/08 4:00,58.3,-12.8,0.7,0.6
974,daegok,2021/01/08 5:00,62.2,-13.1,1.8,0.75
974,daegok,2021/01/08 6:00,48,-11.7,3,0.9
974,daegok,2021/01/08 7:00,47.6,-12.4,3,1.07
974,daegok,2021/01/08 8:00,52.1,-12.9,1.1,1.24
974,daegok,2021/01/08 9:00,43.1,-10.9,1.4,1.7
974,daegok,2021/01/08 10:00,39.1,-9.3,3.2,2.67
974,daegok,2021/01/08 11:00,33.3,-7.3,4.2,4.08
974,daegok,2021/01/08 12:00,30.1,-5.4,4.1,5.8
974,daegok,2021/01/08 13:00,28.7,-3.9,4.4,7.62
974,daegok,2021/01/08 14:00,28.7,-2.5,4.6,9.39
974,daegok,2021/01/08 15:00,29.3,-2.3,5.3,10.91
974,daegok,2021/01/08 16:00,32.4,-3.8,6.2,11.48
974,daegok,2021/01/08 17:00,35.5,-4.9,5.1,11.87
974,daegok,2021/01/08 18:00,41.5,-6.3,3.7,12.09
974,daegok,2021/01/08 19:00,43.5,-7,2.1,12.27
974,daegok,2021/01/08 20:00,43.9,-7.8,1.8,12.43
974,daegok,2021/01/08 21:00,48.3,-8.9,1.1,12.6
974,daegok,2021/01/08 22:00,43,-9.2,,12.77
974,daegok,2021/01/08 23:00,46.9,-10,,12.94
974,daegok,2021/01/09 0:00,42.9,-9.5,2.6,13.1
974,daegok,2021/01/09 1:00,44.8,-9.9,2.2,0.16
974,daegok,2021/01/09 2:00,47.1,-10.1,2,0.33
974,daegok,2021/01/09 3:00,48.1,-10.1,2.2,0.49
974,daegok,2021/01/09 4:00,55.4,-11,1.9,0.65
974,daegok,2021/01/09 5:00,67.3,-13,0.4,0.8
974,daegok,2021/01/09 6:00,69.7,-13.5,0.5,0.93
974,daegok,2021/01/09 7:00,75.3,-14.3,0.3,1.07
974,daegok,2021/01/09 8:00,79.1,-13.9,0.7,1.21
974,daegok,2021/01/09 9:00,71,-10.8,0.6,1.67
974,daegok,2021/01/09 10:00,40.2,-6.2,4.2,2.62
974,daegok,2021/01/09 11:00,34.8,-4.7,3.7,4.02
974,daegok,2021/01/09 12:00,30.1,-2.5,2.2,5.72
974,daegok,2021/01/09 13:00,29.3,-2.3,2.6,7.64
974,daegok,2021/01/09 14:00,29.6,-1.1,2.7,9.43
974,daegok,2021/01/09 15:00,26.8,0.1,2,10.91
974,daegok,2021/01/09 16:00,32.5,-0.9,6.2,11.87
974,daegok,2021/01/09 17:00,37.2,-2.3,,12.21
974,daegok,2021/01/09 18:00,43.1,-3.6,,12.43
974,daegok,2021/01/09 19:00,44.3,-4.1,4.6,12.61
974,daegok,2021/01/09 20:00,45.3,-4.9,,12.79
974,daegok,2021/01/09 21:00,44.4,-5.6,4.3,12.97
974,daegok,2021/01/09 22:00,47.1,-6.4,,13.14
974,daegok,2021/01/09 23:00,48.4,-7,,13.31
974,daegok,2021/01/10 1:00,50.3,-6.7,2.9,0.16
974,daegok,2021/01/10 2:00,56.5,-8.2,2.1,0.31
974,daegok,2021/01/10 3:00,68.2,-9.8,0.7,0.46
974,daegok,2021/01/10 4:00,76.1,-10.7,0.3,0.6
974,daegok,2021/01/10 5:00,85.1,-11.7,0.1,0.72
974,daegok,2021/01/10 6:00,83.6,-11.7,0.4,0.84
974,daegok,2021/01/10 7:00,81.3,-12.3,0,0.94
974,daegok,2021/01/10 8:00,84.1,-12.6,0.3,1.05
974,daegok,2021/01/10 9:00,74.6,-8.7,0.1,1.49
974,daegok,2021/01/10 10:00,54.9,-6.1,0.8,2.54
974,daegok,2021/01/10 11:00,44.3,-2.6,0.8,3.92
974,daegok,2021/01/10 12:00,40.6,-1.2,1,5.61
974,daegok,2021/01/10 13:00,37.5,0.1,1.1,7.44
974,daegok,2021/01/10 14:00,34.4,1.7,0.7,9.1
974,daegok,2021/01/10 15:00,35.1,1.5,,10.06
974,daegok,2021/01/10 16:00,36.1,1.8,1.2,10.65
974,daegok,2021/01/10 17:00,45,1.2,2.1,11.01
974,daegok,2021/01/10 18:00,47.8,0.3,1.3,11.14
974,daegok,2021/01/10 19:00,54.7,-1.5,1.4,11.28
974,daegok,2021/01/10 20:00,59.3,-1.9,1.2,11.42
974,daegok,2021/01/10 21:00,54.9,-1.6,1.6,11.56
974,daegok,2021/01/10 22:00,75,-5.3,,11.69
974,daegok,2021/01/10 23:00,80.3,-6.6,1,11.83
974,daegok,2021/01/11 0:00,80.2,-7,,11.94
974,daegok,2021/01/11 1:00,85.3,-7.2,0.6,0.09
974,daegok,2021/01/11 2:00,81.6,-6.6,0.6,0.18
974,daegok,2021/01/11 3:00,84.5,-6.8,0.5,0.26
974,daegok,2021/01/11 4:00,83.2,-7.1,1,0.35
974,daegok,2021/01/11 5:00,87.1,-7.3,0.1,0.44
974,daegok,2021/01/11 6:00,87.8,-7.1,0.1,0.51
974,daegok,2021/01/11 7:00,82.8,-7.2,0.5,0.58
974,daegok,2021/01/11 8:00,73.8,-6.5,0.9,0.65
974,daegok,2021/01/11 9:00,67.3,-5.3,1.1,1.03
974,daegok,2021/01/11 10:00,57.3,-3.3,0.7,1.83
974,daegok,2021/01/11 11:00,50.6,-1.4,0.6,2.65
974,daegok,2021/01/11 12:00,48.8,-0.5,0.4,3.39
974,daegok,2021/01/11 13:00,44.9,0.6,0.6,4.17
974,daegok,2021/01/11 14:00,45,0.5,0.8,4.81
974,daegok,2021/01/11 15:00,45.7,1.2,0.3,5.39
974,daegok,2021/01/11 16:00,45.4,1.1,0.4,5.76
974,daegok,2021/01/11 17:00,47.9,0.9,1.3,5.99
974,daegok,2021/01/11 18:00,50.1,0.3,1.7,6.08
974,daegok,2021/01/11 19:00,56.5,-0.3,0.7,6.15
974,daegok,2021/01/11 20:00,59.1,-0.8,0.7,6.21
974,daegok,2021/01/11 21:00,66.5,-2.5,,6.31
974,daegok,2021/01/11 22:00,70,-3.8,1.1,6.43
974,daegok,2021/01/11 23:00,79.5,-5.1,,6.55
974,daegok,2021/01/12 0:00,77.8,-5.7,0.9,6.65
974,daegok,2021/01/12 1:00,89.3,-7.3,0.1,0.12
974,daegok,2021/01/12 2:00,87.7,-7.8,0.3,0.21
974,daegok,2021/01/12 3:00,88.5,-9.1,0,0.28
974,daegok,2021/01/12 4:00,87.3,-9.2,0.7,0.33
974,daegok,2021/01/12 5:00,89.6,-9.6,0.2,0.37
974,daegok,2021/01/12 6:00,90,-9.7,0.2,0.37
974,daegok,2021/01/12 7:00,88.2,-10.4,0.3,0.37
974,daegok,2021/01/12 8:00,88.5,-10,0.6,0.38
974,daegok,2021/01/12 9:00,87.8,-6.8,0.8,0.71
974,daegok,2021/01/12 10:00,76.4,-4.1,0.3,1.48
974,daegok,2021/01/12 11:00,58.6,-0.7,0.8,2.72
974,daegok,2021/01/12 12:00,47,2,1.1,4.45
974,daegok,2021/01/12 13:00,39.4,3.5,1.6,6.28
974,daegok,2021/01/12 14:00,33.4,4.2,2.2,7.96
974,daegok,2021/01/12 15:00,29.4,4.9,2.3,9.36
974,daegok,2021/01/12 16:00,31.2,4.6,1.9,10.13
974,daegok,2021/01/12 17:00,38.2,3.3,2.4,10.61
974,daegok,2021/01/12 18:00,44.4,2.1,2.3,10.8
974,daegok,2021/01/12 19:00,58,-1,0.4,10.91
974,daegok,2021/01/12 20:00,63.1,-1.5,0.5,11.02
974,daegok,2021/01/12 21:00,63.6,-1.9,1.2,11.13
974,daegok,2021/01/12 22:00,66.9,-2.8,1.2,11.25
974,daegok,2021/01/12 23:00,70,-3.3,0.4,11.36
974,daegok,2021/01/13 0:00,73.5,-4.5,1.2,11.47
974,daegok,2021/01/13 1:00,78.5,-5.8,,0.11
974,daegok,2021/01/13 2:00,86.3,-5.9,0.2,0.21
974,daegok,2021/01/13 3:00,85.4,-5.8,0.1,0.31
974,daegok,2021/01/13 4:00,92.6,-6.5,0.1,0.4
974,daegok,2021/01/13 5:00,90.5,-7,0.2,0.45
974,daegok,2021/01/13 6:00,88.1,-6.8,0.2,0.48
974,daegok,2021/01/13 7:00,89.1,-7,0.5,0.48
974,daegok,2021/01/13 8:00,91.4,-6.4,0.3,0.48
974,daegok,2021/01/13 9:00,83.9,-4.4,0.2,0.67
974,daegok,2021/01/13 10:00,75.8,-0.9,0.5,1.33
974,daegok,2021/01/13 11:00,58.9,3.6,0.5,2.5
974,daegok,2021/01/13 12:00,48.5,7.3,0.9,4
974,daegok,2021/01/13 13:00,39.5,9.7,3.6,5.63
974,daegok,2021/01/13 14:00,39.6,10.6,4.6,7.23
974,daegok,2021/01/13 15:00,38.9,10.9,4.6,8.55
974,daegok,2021/01/13 16:00,35.4,11.3,4.1,9.47
974,daegok,2021/01/13 17:00,40.9,10.4,2.9,9.96
974,daegok,2021/01/13 18:00,45.5,9.2,2.6,10.11
974,daegok,2021/01/13 19:00,56.3,6.6,1.7,10.21
974,daegok,2021/01/13 20:00,60.6,5.8,0.8,10.31
974,daegok,2021/01/13 21:00,66.5,4.7,1,10.4
974,daegok,2021/01/13 22:00,62,5.6,0.7,10.48
974,daegok,2021/01/13 23:00,79.4,1.3,0.6,10.57
974,daegok,2021/01/14 0:00,83.8,-0.5,0.4,10.67
974,daegok,2021/01/14 1:00,86.2,-1.9,0.6,0.1
974,daegok,2021/01/14 2:00,94.5,-2.9,0.2,0.2
974,daegok,2021/01/14 3:00,93,-3.5,0.5,0.28
974,daegok,2021/01/14 4:00,93.5,-4.5,0.1,0.35
974,daegok,2021/01/14 5:00,91.3,-4.8,0.4,0.36
974,daegok,2021/01/14 6:00,94.3,-4.8,0.1,0.36
974,daegok,2021/01/14 7:00,93.1,-5,0.1,0.36
974,daegok,2021/01/14 8:00,95.8,-5.1,0.2,0.37
974,daegok,2021/01/14 9:00,89.5,-2.4,0.2,0.62
974,daegok,2021/01/14 10:00,79.9,1.2,0.8,1.32
974,daegok,2021/01/14 11:00,61.2,6.9,0.4,2.59
974,daegok,2021/01/14 12:00,47.6,9.4,0.8,4.19
974,daegok,2021/01/14 13:00,38.3,11.2,1.2,5.94
974,daegok,2021/01/14 14:00,22.6,12.6,1.1,7.66
974,daegok,2021/01/14 15:00,21.8,13.4,1,9.14
974,daegok,2021/01/14 16:00,24.2,13.5,,10.2
974,daegok,2021/01/14 17:00,26.2,11.9,,10.72
974,daegok,2021/01/14 18:00,32.1,10,1.7,10.86
974,daegok,2021/01/14 19:00,51.2,3.9,,10.95
974,daegok,2021/01/14 20:00,67.7,0.4,0.5,11.04
974,daegok,2021/01/14 21:00,77.1,-0.7,0.4,11.14
974,daegok,2021/01/14 22:00,74.2,-1.2,0.3,11.21
974,daegok,2021/01/14 23:00,80.2,-0.8,0.1,11.26
974,daegok,2021/01/15 0:00,81.4,-0.8,0.3,11.32
974,daegok,2021/01/15 1:00,81.3,-0.8,0.4,0.04
974,daegok,2021/01/15 2:00,79.3,0.1,0.5,0.07
974,daegok,2021/01/15 3:00,73,0.3,0.1,0.09
974,daegok,2021/01/15 4:00,79.6,-0.8,0.2,0.15
974,daegok,2021/01/15 5:00,80.2,-0.7,0.5,0.2
974,daegok,2021/01/15 6:00,83.9,-1.9,0.1,0.28
974,daegok,2021/01/15 7:00,83.9,-2,0.3,0.35
974,daegok,2021/01/15 8:00,80.8,-1.4,0.4,0.39
974,daegok,2021/01/15 9:00,74.8,1.1,0.2,0.7
974,daegok,2021/01/15 10:00,61.1,2.9,0.5,1.28
974,daegok,2021/01/15 11:00,54.2,6,0.8,2
974,daegok,2021/01/15 12:00,49.9,11.6,0.9,3.23
974,daegok,2021/01/15 13:00,51.6,14.4,3.6,4.22
974,daegok,2021/01/15 14:00,52.4,15.2,5.3,5.04
974,daegok,2021/01/15 15:00,51.4,15.6,4.6,6.23
974,daegok,2021/01/15 16:00,51.5,15.3,3.9,7.07
974,daegok,2021/01/15 17:00,55.6,14.4,3.3,7.57
974,daegok,2021/01/15 18:00,63,12.8,2.5,7.69
974,daegok,2021/01/15 19:00,65.1,12.4,2.5,7.77
974,daegok,2021/01/15 20:00,67.1,12.2,2.5,7.84
974,daegok,2021/01/15 21:00,69.4,11.5,,7.9
974,daegok,2021/01/15 22:00,75.4,9.7,1.2,7.96
974,daegok,2021/01/15 23:00,68.6,9.4,3.4,8.01
974,daegok,2021/01/16 1:00,55.7,7.8,2.3,0.06
974,daegok,2021/01/16 2:00,48.7,7,3.1,0.12
974,daegok,2021/01/16 3:00,38.6,6.3,3.9,0.19
974,daegok,2021/01/16 4:00,46.8,5,6.3,0.33
974,daegok,2021/01/16 5:00,46,3.9,2.1,0.46
974,daegok,2021/01/16 6:00,51.1,2.6,4.3,0.61
974,daegok,2021/01/16 7:00,49.4,2,3.1,0.77
974,daegok,2021/01/16 8:00,44.5,2.2,3.4,0.93
974,daegok,2021/01/16 9:00,43,2.8,1.2,1.38
974,daegok,2021/01/16 10:00,39.5,3.3,4.1,2.27
974,daegok,2021/01/16 11:00,33.9,4,6.1,3.62
974,daegok,2021/01/16 12:00,31.2,5.6,3.3,5.28
974,daegok,2021/01/16 13:00,26.1,5.5,6,7.12
974,daegok,2021/01/16 14:00,26.4,5.9,6.2,8.93
974,daegok,2021/01/16 15:00,25.7,5.6,4.8,10.49
974,daegok,2021/01/16 16:00,27.6,4.6,,11.62
974,daegok,2021/01/16 17:00,30.6,3.3,,12.22
974,daegok,2021/01/16 18:00,36.4,1.6,5.9,12.46
974,daegok,2021/01/16 19:00,43,0.5,6.1,12.61
974,daegok,2021/01/16 20:00,45.9,-0.3,5,12.77
974,daegok,2021/01/16 21:00,46.2,-0.9,,12.91
974,daegok,2021/01/16 22:00,45.6,-1.6,2,13.04
974,daegok,2021/01/16 23:00,46.6,-2.2,,13.17
974,daegok,2021/01/17 1:00,40.5,-2.1,4.2,0.07
974,daegok,2021/01/17 2:00,39.3,-2.5,2.1,0.13
974,daegok,2021/01/17 3:00,35.9,-2.7,3.4,0.21
974,daegok,2021/01/17 4:00,34.9,-2.9,1.9,0.28
974,daegok,2021/01/17 5:00,40.1,-3.2,1.8,0.36
974,daegok,2021/01/17 6:00,42.3,-2.8,3.5,0.45
974,daegok,2021/01/17 7:00,42.4,-2.9,5.1,0.6
974,daegok,2021/01/17 8:00,45.2,-3.6,3.6,0.78
974,daegok,2021/01/17 9:00,41,-2.7,4.7,1.26
974,daegok,2021/01/17 10:00,37.8,-1.6,5.4,2.28
974,daegok,2021/01/17 11:00,25.2,-0.1,5.4,3.76
974,daegok,2021/01/17 12:00,18.1,0.6,6.5,5.61
974,daegok,2021/01/17 13:00,18.1,1,5.5,7.55
974,daegok,2021/01/17 14:00,17.1,1.7,4.4,9.44
974,daegok,2021/01/17 15:00,15.6,2,3.6,11.1
974,daegok,2021/01/17 16:00,16.5,2.2,3.8,12.34
974,daegok,2021/01/17 17:00,21.1,1.3,4.2,13.08
974,daegok,2021/01/17 18:00,28,-0.2,2.8,13.32
974,daegok,2021/01/17 19:00,33.6,-1.3,2.5,13.51
974,daegok,2021/01/17 20:00,41.5,-2.3,1.2,13.65
974,daegok,2021/01/17 21:00,55.6,-5.2,0.9,13.79
974,daegok,2021/01/17 22:00,68.2,-6.4,0.2,13.93
974,daegok,2021/01/17 23:00,73.1,-7.3,0.3,14.06
974,daegok,2021/01/18 0:00,73,-7.2,0.7,14.18
974,daegok,2021/01/18 1:00,75,-8.6,0.8,0.12
974,daegok,2021/01/18 2:00,80.4,-8.5,1.4,0.24
974,daegok,2021/01/18 3:00,78.5,-8.6,0.2,0.37
974,daegok,2021/01/18 4:00,76.3,-8.8,0.6,0.47
974,daegok,2021/01/18 5:00,76,-8.3,0.4,0.57
974,daegok,2021/01/18 6:00,76.9,-8.2,0.2,0.65
974,daegok,2021/01/18 7:00,78.4,-7.8,0.1,0.71
974,daegok,2021/01/18 8:00,82.6,-7.2,0.1,0.78
974,daegok,2021/01/18 9:00,78.9,-5.7,0.1,0.94
974,daegok,2021/01/18 10:00,81.1,-3.3,0.3,1.46
974,daegok,2021/01/18 11:00,74.9,-0.3,0.7,2.54
974,daegok,2021/01/18 12:00,67.8,2.8,1.7,3.77
974,daegok,2021/01/18 13:00,86,1.2,2.9,4.12
974,daegok,2021/01/18 14:00,89.9,1.8,0.3,4.43
974,daegok,2021/01/18 15:00,83,3.4,1.2,5.31
974,daegok,2021/01/18 16:00,80.1,3.2,2.5,5.86
974,daegok,2021/01/18 17:00,66.9,3.4,0.9,6.11
974,daegok,2021/01/18 18:00,71.7,2.2,1.1,6.23
974,daegok,2021/01/18 19:00,43.9,3.4,7.3,6.39
