solution,NO3,NH4,PO4,K,Ca,Mg,SO4,Fe,B,Mn,Zn,Cu,Mo,EC
haman,2.4,,0.2,0,28.7,3.8,,,,,,,,0.41
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
